Provenance,Destination,Train,Numéro,Jour,Départ (réel),Départ (prévu),Retard (min),Cause,Arrêts
Paris Saint-Lazare,Cherbourg ,TER,3313,10-03-2023,12:59:00,12:59:00,0,,"['Caen', 'Bayeux', 'Lison', 'Carentan', 'Valognes', 'Cherbourg']"
Paris Saint-Lazare,Caen ,TER,3357,10-03-2023,13:56:00,13:56:00,0,,"['Évreux Embranchement', 'Bernay', 'Lisieux', 'Caen']"
Paris - Gare de Lyon - Hall 1 & 2,Genève - Cornavin - CFF ,TGV Lyria,9765,10-03-2023,10:15:00,10:15:00,0,,"['Bourg-en-Bresse', 'Bellegarde-sur-Valserine Gare', 'Genève - Cornavin - CFF']"
Paris - Gare de Lyon - Hall 1 & 2,Zürich - Hauptbahnhof ,TGV Lyria,9211,10-03-2023,10:20:00,10:20:00,0,,"['Dijon Ville', 'Mulhouse-Ville', 'Bâle - SBB', 'Zürich - Hauptbahnhof']"
Paris - Gare de Lyon - Hall 1 & 2,Marseille - Saint-Charles ,TGV INOUI,6109,10-03-2023,10:34:00,10:34:00,0,,"['Avignon TGV', 'Aix-en-Provence TGV', 'Marseille - Saint-Charles']"
Paris - Gare de Lyon - Hall 1 & 2,Grenoble ,TGV INOUI,6311,10-03-2023,10:47:00,10:47:00,0,,"['Lyon Saint-Exupéry TGV', 'Grenoble']"
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,TGV INOUI,6611,10-03-2023,10:57:00,10:57:00,0,,"['Lyon Part Dieu', 'Lyon Perrache']"
Paris - Gare de Lyon - Hall 1 & 2,Nice ,TGV INOUI,6165,10-03-2023,11:18:00,11:18:00,0,,"['Avignon TGV', 'Toulon', 'Saint-Raphaël - Valescure', 'Cannes', 'Antibes', 'Nice']"
Paris - Gare de Lyon - Hall 1 & 2,Perpignan ,TGV INOUI,6275,10-03-2023,11:43:00,11:43:00,0,,"['Valence TGV Rhône-Alpes Sud', 'Nîmes Pont-du-Gard', 'Montpellier Sud de France', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Perpignan']"
Paris - Gare de Lyon - Hall 1 & 2,Montpellier Sud de France ,TGV INOUI,6051,10-03-2023,11:43:00,11:43:00,0,,"['Valence TGV Rhône-Alpes Sud', 'Nîmes Pont-du-Gard', 'Montpellier Sud de France']"
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,TGV INOUI,6613,10-03-2023,11:48:00,11:48:00,0,,"['Le Creusot - Montceau-les-Mines - Montchanin TGV', 'Lyon Part Dieu', 'Lyon Perrache']"
Paris - Gare de Lyon - Hall 1 & 2,Lausanne ,TGV Lyria,9269,10-03-2023,11:54:00,11:54:00,0,,"['Dijon Ville', 'Dole-Ville', 'Frasne', 'Vallorbe', 'Lausanne']"
Paris - Gare de Lyon - Hall 1 & 2,Grenoble ,TGV INOUI,6917,10-03-2023,12:08:00,12:08:00,0,,"['Lyon Saint-Exupéry TGV', 'Grenoble']"
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,OUIGO,7803,10-03-2023,12:23:00,12:23:00,0,,"['Lyon Part Dieu', 'Lyon Perrache']"
Paris - Gare de Lyon - Hall 1 & 2,Marseille - Saint-Charles ,OUIGO,7825,10-03-2023,12:33:00,12:33:00,0,,"['Avignon TGV', 'Aix-en-Provence TGV', 'Marseille - Saint-Charles']"
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,TGV INOUI,6615,10-03-2023,12:49:00,12:49:00,0,,"['Lyon Part Dieu', 'Lyon Perrache']"
Paris - Gare de Lyon - Hall 1 & 2,Saint-Étienne Châteaucreux ,TGV INOUI,6685,10-03-2023,12:49:00,12:49:00,0,,"['Lyon Part Dieu', 'Saint-Étienne Châteaucreux']"
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,TGV INOUI,6617,10-03-2023,13:46:00,13:46:00,0,,"['Le Creusot - Montceau-les-Mines - Montchanin TGV', 'Lyon Part Dieu', 'Lyon Perrache']"
Paris - Gare de Lyon - Hall 1 & 2,Nice ,TGV INOUI,6077,10-03-2023,13:54:00,13:54:00,0,,"['Marseille - Saint-Charles', 'Toulon', 'Saint-Raphaël - Valescure', 'Cannes', 'Antibes', 'Nice']"
Paris - Gare de Lyon - Hall 1 & 2,Bâle - SBB ,TGV Lyria,9215,10-03-2023,14:15:00,14:15:00,0,,"['Belfort - Montbéliard TGV', 'Mulhouse-Ville', 'Bâle - SBB']"
Paris - Montparnasse - Hall 1 & 2,Chartres ,TER,862413,10-03-2023,10:09:00,10:09:00,0,,"['Versailles Chantiers', 'Rambouillet', 'Gazeran', 'Épernon', 'Maintenon', 'Saint-Piat', 'Jouy', 'La Villette Saint-Prest', 'Chartres']"
Paris - Montparnasse - Hall 1 & 2,Brest ,TGV INOUI,8615,10-03-2023,10:53:00,10:53:00,0,,"['Rennes', 'Lamballe', 'Saint-Brieuc', 'Guingamp', 'Plouaret - Trégor', 'Morlaix', 'Brest']"
Paris - Montparnasse - Hall 1 & 2,Quimper ,OUIGO,8715,10-03-2023,10:53:00,10:53:00,0,,"['Rennes', 'Vannes', 'Auray', 'Lorient', 'Quimper']"
Paris - Montparnasse - Hall 1 & 2,Toulouse Matabiau ,TGV INOUI,8505,10-03-2023,11:08:00,11:08:00,0,,"['Bordeaux Saint-Jean', 'Agen', 'Montauban Ville Bourbon', 'Toulouse Matabiau']"
Paris - Montparnasse - Hall 1 & 2,Bordeaux Saint-Jean ,TGV INOUI,12259,10-03-2023,12:08:00,12:08:00,0,,['Bordeaux Saint-Jean']
Paris - Montparnasse - Hall 1 & 2,Hendaye ,TGV INOUI,8541,10-03-2023,12:08:00,12:08:00,0,,"['Bordeaux Saint-Jean', 'Dax', 'Bayonne', 'Biarritz', 'Saint-Jean-de-Luz - Ciboure', 'Hendaye']"
Paris - Montparnasse - Hall 1 & 2,Chartres ,TER,862417,10-03-2023,12:09:00,12:09:00,0,,"['Versailles Chantiers', 'Rambouillet', 'Gazeran', 'Épernon', 'Maintenon', 'Saint-Piat', 'Jouy', 'La Villette Saint-Prest', 'Chartres']"
Paris - Montparnasse - Hall 1 & 2,Tours ,TGV INOUI,8303,10-03-2023,12:25:00,12:25:00,0,,"['Vendôme - Villiers-sur-Loir', 'Saint-Pierre-des-Corps', 'Tours']"
Paris - Montparnasse - Hall 1 & 2,Nantes ,TGV INOUI,8807,10-03-2023,12:36:00,12:16:00,20,Grève SNCF inopinée,['Nantes']
Paris - Montparnasse - Hall 1 & 2,Le Croisic ,TGV INOUI,8921,10-03-2023,12:36:00,12:36:00,0,,"['Angers-Saint-Laud', 'Nantes', 'Saint-Nazaire', 'La Baule-Escoublac', 'Le Croisic']"
Paris - Montparnasse - Hall 1 & 2,Quimper ,OUIGO,7615,10-03-2023,12:44:30,12:44:30,0,,"['Le Mans', 'Laval', 'Rennes', 'Vannes', 'Auray', 'Lorient', 'Quimper']"
Paris - Montparnasse - Hall 1 & 2,Brest ,TGV INOUI,8619,10-03-2023,12:56:00,12:56:00,0,,"['Rennes', 'Saint-Brieuc', 'Brest']"
Paris - Montparnasse - Hall 1 & 2,Nantes ,TGV INOUI,8875,10-03-2023,13:29:00,13:29:00,0,,"['Le Mans', 'Sablé-sur-Sarthe', 'Angers-Saint-Laud', 'Nantes']"
Paris - Montparnasse - Hall 1 & 2,La Rochelle ,TGV INOUI,8361,10-03-2023,13:37:00,13:37:00,0,,"['Saint-Maixent-l\'École"", \'links\': [], \'coord\': {\'lat\': \'46.406482\', \'lon\': \'-0.20132\'}, \'label\': ""Saint-Maixent-l\'École (Saint-Maixent-l\'École)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87485490:LongDistanceTrain\'', 'Niort', 'Surgères', 'La Rochelle']"
Paris - Montparnasse - Hall 1 & 2,Bordeaux Saint-Jean ,OUIGO,7653,10-03-2023,13:41:00,13:41:00,0,,"['Poitiers', 'Bordeaux Saint-Jean']"
Paris - Montparnasse - Hall 1 & 2,Granville ,TER,3421,10-03-2023,13:54:00,13:54:00,0,,"['Dreux', 'Verneuil-sur-Avre', 'L\'Aigle"", \'links\': [], \'coord\': {\'lat\': \'48.766229\', \'lon\': \'0.620014\'}, \'label\': ""L\'Aigle (L\'Aigle)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87444638:Train\'', 'Surdon', 'Argentan', 'Briouze', 'Flers', 'Vire', 'Villedieu-les-Poêles', 'Granville']"
Paris - Montparnasse - Hall 1 & 2,Tarbes ,TGV INOUI,8574,10-03-2023,14:03:00,14:03:00,0,,"['Massy TGV', 'Bordeaux Saint-Jean', 'Dax', 'Orthez', 'Pau', 'Lourdes', 'Tarbes']"
Paris - Montparnasse - Hall 1 & 2,Chartres ,TER,862421,10-03-2023,14:09:00,14:09:00,0,,"['Versailles Chantiers', 'Rambouillet', 'Gazeran', 'Épernon', 'Maintenon', 'Saint-Piat', 'Jouy', 'La Villette Saint-Prest', 'Chartres']"
Paris - Montparnasse - Hall 1 & 2,Bordeaux Saint-Jean ,TGV INOUI,8485,10-03-2023,14:15:00,14:15:00,0,,"['Saint-Pierre-des-Corps', 'Poitiers', 'Angoulême', 'Libourne', 'Bordeaux Saint-Jean']"
Paris - Montparnasse - Hall 1 & 2,Rennes ,TGV INOUI,8023,10-03-2023,14:41:00,14:41:00,0,,"['Laval', 'Rennes']"
Paris - Montparnasse - Hall 1 & 2,Brest ,TGV INOUI,8623,10-03-2023,14:41:00,14:41:00,0,,"['Laval', 'Rennes', 'Saint-Brieuc', 'Guingamp', 'Morlaix', 'Brest']"
Paris - Montparnasse - Hall 1 & 2,Toulouse Matabiau ,TGV INOUI,8509,10-03-2023,15:08:00,15:08:00,0,,"['Bordeaux Saint-Jean', 'Toulouse Matabiau']"
Paris - Montparnasse - Hall 1 & 2,Bordeaux Saint-Jean ,TGV INOUI,12261,10-03-2023,15:08:00,15:08:00,0,,['Bordeaux Saint-Jean']
Paris - Montparnasse - Hall 1 & 2,Bordeaux Saint-Jean ,TGV INOUI,8447,10-03-2023,16:03:00,16:03:00,0,,"['Poitiers', 'Angoulême', 'Bordeaux Saint-Jean']"
Paris - Montparnasse - Hall 1 & 2,Tarbes ,TGV INOUI,8590,10-03-2023,16:08:00,16:08:00,0,,"['Bordeaux Saint-Jean', 'Dax', 'Pau', 'Lourdes', 'Tarbes']"
Paris - Montparnasse - Hall 1 & 2,Hendaye ,TGV INOUI,8549,10-03-2023,16:08:00,16:08:00,0,,"['Bordeaux Saint-Jean', 'Dax', 'Bayonne', 'Biarritz', 'Saint-Jean-de-Luz - Ciboure', 'Hendaye']"
Paris - Montparnasse - Hall 1 & 2,Chartres ,TER,862425,10-03-2023,16:09:00,16:09:00,0,,"['Versailles Chantiers', 'Rambouillet', 'Gazeran', 'Épernon', 'Maintenon', 'Saint-Piat', 'Jouy', 'La Villette Saint-Prest', 'Chartres']"
Paris - Montparnasse - Hall 1 & 2,Granville ,TER,3427,10-03-2023,16:13:00,16:13:00,0,,"['Verneuil-sur-Avre', 'L\'Aigle"", \'links\': [], \'coord\': {\'lat\': \'48.766229\', \'lon\': \'0.620014\'}, \'label\': ""L\'Aigle (L\'Aigle)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87444638:Train\'', 'Surdon', 'Argentan', 'Flers', 'Vire', 'Villedieu-les-Poêles', 'Granville']"
Paris - Montparnasse - Hall 1 & 2,Tours ,TGV INOUI,8313,10-03-2023,16:28:00,16:28:00,0,,"['Vendôme - Villiers-sur-Loir', 'Saint-Pierre-des-Corps', 'Tours']"
Paris - Montparnasse - Hall 1 & 2,Nantes ,TGV INOUI,8813,10-03-2023,16:31:00,16:16:00,15,Grève SNCF inopinée,['Nantes']
Paris - Montparnasse - Hall 1 & 2,Nantes ,TGV INOUI,8881,10-03-2023,16:33:00,16:33:00,0,,"['Le Mans', 'Angers-Saint-Laud', 'Nantes']"
Paris - Montparnasse - Hall 1 & 2,Chartres ,TER,862427,10-03-2023,16:39:00,16:39:00,0,,"['Versailles Chantiers', 'Rambouillet', 'Gazeran', 'Épernon', 'Maintenon', 'Saint-Piat', 'Jouy', 'La Villette Saint-Prest', 'Chartres']"
Paris - Montparnasse - Hall 1 & 2,Rennes ,TGV INOUI,8029,10-03-2023,16:53:00,16:53:00,0,,['Rennes']
Paris - Montparnasse - Hall 1 & 2,Brest ,TGV INOUI,8631,10-03-2023,16:53:00,16:53:00,0,,"['Rennes', 'Lamballe', 'Saint-Brieuc', 'Guingamp', 'Morlaix', 'Brest']"
Paris - Montparnasse - Hall 1 & 2,Poitiers ,TGV INOUI,8343,10-03-2023,16:57:00,16:57:00,0,,"['Châtellerault', 'Poitiers']"
Paris - Montparnasse - Hall 1 & 2,Toulouse Matabiau ,TGV INOUI,8517,10-03-2023,17:06:00,17:06:00,0,,"['Bordeaux Saint-Jean', 'Agen', 'Montauban Ville Bourbon', 'Toulouse Matabiau']"
Paris - Montparnasse - Hall 1 & 2,Bordeaux Saint-Jean ,TGV INOUI,12267,10-03-2023,17:06:00,17:06:00,0,,['Bordeaux Saint-Jean']
Paris - Montparnasse - Hall 1 & 2,Chartres ,TER,862429,10-03-2023,17:09:00,17:09:00,0,,"['Versailles Chantiers', 'Rambouillet', 'Gazeran', 'Épernon', 'Maintenon', 'Saint-Piat', 'Jouy', 'La Villette Saint-Prest', 'Chartres']"
Paris - Montparnasse - Hall 1 & 2,Rennes ,TGV INOUI,8067,10-03-2023,17:12:00,17:12:00,0,,"['Le Mans', 'Laval', 'Rennes']"
Paris - Montparnasse - Hall 1 & 2,Nogent-le-Rotrou ,TER,862479,10-03-2023,17:24:00,17:24:00,0,,"['Versailles Chantiers', 'Rambouillet', 'Épernon', 'Maintenon', 'Chartres', 'Amilly Ouerray', 'Saint-Aubin - Saint-Luperce', 'Courville-sur-Eure', 'Pontgouin', 'La Loupe', 'Bretoncelles', 'Condé-sur-Huisne', 'Nogent-le-Rotrou']"
Paris - Montparnasse - Hall 1 & 2,Chartres ,TER,862431,10-03-2023,17:39:00,17:39:00,0,,"['Versailles Chantiers', 'Rambouillet', 'Gazeran', 'Épernon', 'Maintenon', 'Saint-Piat', 'Jouy', 'La Villette Saint-Prest', 'Chartres']"
Paris - Montparnasse - Hall 1 & 2,Nantes ,TGV INOUI,8127,10-03-2023,17:48:00,17:48:00,0,,"['Angers-Saint-Laud', 'Nantes']"
Paris - Montparnasse - Hall 1 & 2,Le Croisic ,TGV INOUI,8927,10-03-2023,17:48:00,17:48:00,0,,"['Angers-Saint-Laud', 'Nantes', 'Saint-Nazaire', 'Pornichet', 'La Baule-Escoublac', 'Le Pouliguen', 'Le Croisic']"
Paris - Montparnasse - Hall 1 & 2,Quimper ,TGV INOUI,8197,10-03-2023,17:56:00,17:56:00,0,,"['Rennes', 'Vannes', 'Auray', 'Lorient', 'Quimper']"
Paris - Montparnasse - Hall 1 & 2,Le Mans ,TER,16775,10-03-2023,18:05:00,18:05:00,0,,"['Versailles Chantiers', 'Épernon', 'Maintenon', 'Chartres', 'Courville-sur-Eure', 'La Loupe', 'Nogent-le-Rotrou', 'La Ferté-Bernard', 'Connerré - Beillé', 'Le Mans']"
Paris - Montparnasse - Hall 1 & 2,Tarbes ,TGV INOUI,8592,10-03-2023,18:07:00,18:07:00,0,,"['Bordeaux Saint-Jean', 'Dax', 'Orthez', 'Pau', 'Lourdes', 'Tarbes']"
Paris - Montparnasse - Hall 1 & 2,Hendaye ,TGV INOUI,8551,10-03-2023,18:07:00,18:07:00,0,,"['Bordeaux Saint-Jean', 'Dax', 'Bayonne', 'Biarritz', 'Saint-Jean-de-Luz - Ciboure', 'Hendaye']"
Paris - Montparnasse - Hall 1 & 2,Saint-Malo ,TGV INOUI,8095,10-03-2023,18:12:00,18:12:00,0,,"['Rennes', 'Dol-de-Bretagne', 'Saint-Malo']"
Paris - Montparnasse - Hall 1 & 2,Argentan ,TER,3481,10-03-2023,18:13:00,18:13:00,0,,"['Versailles Chantiers', 'Dreux', 'Nonancourt', 'Verneuil-sur-Avre', 'L\'Aigle"", \'links\': [], \'coord\': {\'lat\': \'48.766229\', \'lon\': \'0.620014\'}, \'label\': ""L\'Aigle (L\'Aigle)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87444638:Train\'', 'Sainte-Gauburge', 'Surdon', 'Argentan']"
Paris - Montparnasse - Hall 1 & 2,Tours ,TGV INOUI,8319,10-03-2023,18:28:00,18:28:00,0,,"['Vendôme - Villiers-sur-Loir', 'Saint-Pierre-des-Corps', 'Tours']"
Paris - Montparnasse - Hall 1 & 2,Poitiers ,TGV INOUI,8345,10-03-2023,18:28:00,18:28:00,0,,"['Vendôme - Villiers-sur-Loir', 'Saint-Pierre-des-Corps', 'Châtellerault', 'Poitiers']"
Paris - Montparnasse - Hall 1 & 2,Chartres ,TER,862437,10-03-2023,18:39:00,18:39:00,0,,"['Versailles Chantiers', 'Rambouillet', 'Gazeran', 'Épernon', 'Maintenon', 'Saint-Piat', 'Jouy', 'La Villette Saint-Prest', 'Chartres']"
Paris - Montparnasse - Hall 1 & 2,Rennes ,TGV INOUI,8075,10-03-2023,18:39:00,18:39:00,0,,"['Le Mans', 'Laval', 'Vitré', 'Rennes']"
Paris - Montparnasse - Hall 1 & 2,Les Sables-d'Olonne ,TGV INOUI,8985,10-03-2023,18:48:00,18:48:00,0,,"['Sablé-sur-Sarthe', 'Angers-Saint-Laud', 'Nantes', 'La Roche-sur-Yon', 'Les Sables-d\'Olonne"", \'links\': [], \'coord\': {\'lat\': \'46.500032\', \'lon\': \'-1.781116\'}, \'label\': ""Les Sables-d\'Olonne (Les Sables-d\'Olonne)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87486449:LongDistanceTrain\'']"
Paris - Montparnasse - Hall 1 & 2,Le Croisic ,TGV INOUI,8931,10-03-2023,18:48:00,18:48:00,0,,"['Sablé-sur-Sarthe', 'Angers-Saint-Laud', 'Nantes', 'Saint-Nazaire', 'La Baule-Escoublac', 'Le Croisic']"
Paris - Montparnasse - Hall 1 & 2,Bordeaux Saint-Jean ,TGV INOUI,12273,10-03-2023,19:08:00,19:08:00,0,,['Bordeaux Saint-Jean']
Paris - Montparnasse - Hall 1 & 2,Toulouse Matabiau ,TGV INOUI,8519,10-03-2023,19:08:00,19:08:00,0,,"['Bordeaux Saint-Jean', 'Agen', 'Montauban Ville Bourbon', 'Toulouse Matabiau']"
Paris - Montparnasse - Hall 1 & 2,Le Croisic ,TGV INOUI,8935,10-03-2023,19:36:00,19:36:00,0,,"['Le Mans', 'Angers-Saint-Laud', 'Ancenis', 'Nantes', 'Saint-Nazaire', 'Pornichet', 'La Baule-Escoublac', 'Le Pouliguen', 'Le Croisic']"
Paris - Montparnasse - Hall 1 & 2,Chartres ,TER,862441,10-03-2023,19:39:00,19:39:00,0,,"['Versailles Chantiers', 'Rambouillet', 'Gazeran', 'Épernon', 'Maintenon', 'Saint-Piat', 'Jouy', 'La Villette Saint-Prest', 'Chartres']"
Paris - Montparnasse - Hall 1 & 2,Granville ,TER,3441,10-03-2023,19:43:00,19:43:00,0,,"['Dreux', 'Verneuil-sur-Avre', 'L\'Aigle"", \'links\': [], \'coord\': {\'lat\': \'48.766229\', \'lon\': \'0.620014\'}, \'label\': ""L\'Aigle (L\'Aigle)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87444638:Train\'', 'Surdon', 'Argentan', 'Briouze', 'Flers', 'Vire', 'Villedieu-les-Poêles', 'Granville']"
Paris - Montparnasse - Hall 1 & 2,Brest ,TGV INOUI,8649,10-03-2023,19:54:00,19:54:00,0,,"['Rennes', 'Lamballe', 'Saint-Brieuc', 'Guingamp', 'Plouaret - Trégor', 'Morlaix', 'Landerneau', 'Brest']"
Paris - Montparnasse - Hall 1 & 2,Quimper ,TGV INOUI,8751,10-03-2023,19:54:00,19:54:00,0,,"['Rennes', 'Redon', 'Vannes', 'Auray', 'Lorient', 'Quimperlé', 'Rosporden', 'Quimper']"
Paris - Montparnasse - Hall 1 & 2,Chartres ,TER,862443,10-03-2023,20:09:00,20:09:00,0,,"['Versailles Chantiers', 'Rambouillet', 'Gazeran', 'Épernon', 'Maintenon', 'Saint-Piat', 'Jouy', 'La Villette Saint-Prest', 'Chartres']"
Paris Est,Strasbourg ,OUIGO,7691,10-03-2023,10:08:00,10:08:00,0,,['Strasbourg']
Paris Est,Nancy ,TGV INOUI,2507,10-03-2023,10:13:00,10:13:00,0,,['Nancy']
Paris Est,Luxembourg ,TGV INOUI,2815,10-03-2023,10:40:00,10:40:00,0,,"['Metz Ville', 'Thionville', 'Luxembourg (CFL)']"
Paris Est,Stuttgart Hbf ,DB SNCF,9573,10-03-2023,10:55:00,10:55:00,0,,"['Strasbourg', 'Karlsruhe Hauptbahnhof', 'Stuttgart Hbf']"
Paris Est,Thionville ,TGV INOUI,2817,10-03-2023,13:40:00,13:40:00,0,,"['Metz Ville', 'Thionville']"
Paris Est,Stuttgart Hbf ,DB SNCF,9575,10-03-2023,13:55:00,13:55:00,0,,"['Strasbourg', 'Karlsruhe Hauptbahnhof', 'Stuttgart Hbf']"
Paris Est,Nancy ,TGV INOUI,2509,10-03-2023,13:58:00,13:58:00,0,,"['Champagne-Ardenne TGV', 'Meuse TGV', 'Nancy']"
Paris Est,Vittel ,TER,836406,10-03-2023,15:12:00,15:12:00,0,,"['Nogent-sur-Seine', 'Romilly-sur-Seine', 'Troyes', 'Vendeuvre', 'Bar-sur-Aube', 'Chaumont', 'Langres', 'Culmont - Chalindrey', 'Contrexéville', 'Vittel']"
Paris Est,Metz Ville ,TGV INOUI,2613,10-03-2023,15:24:00,15:24:00,0,,['Metz Ville']
Paris Est,Reims ,TGV INOUI,2743,10-03-2023,15:28:00,15:28:00,0,,['Reims']
Paris Est,München - Hauptbahnhof ,DB SNCF,9577,10-03-2023,15:55:00,15:55:00,0,,"['Strasbourg', 'Karlsruhe Hauptbahnhof', 'Stuttgart Hbf', 'Ulm Hauptbahnhof', 'Augsburg Hauptbahnhof', 'München - Hauptbahnhof']"
Paris Est,Strasbourg ,OUIGO,7693,10-03-2023,16:16:00,16:16:00,0,,"['Metz Ville', 'Strasbourg']"
Paris Est,Mulhouse-Ville ,TER,839557,10-03-2023,16:42:00,16:42:00,0,,"['Nogent-sur-Seine', 'Romilly-sur-Seine', 'Troyes', 'Vendeuvre', 'Bar-sur-Aube', 'Chaumont', 'Langres', 'Culmont - Chalindrey', 'Vesoul', 'Lure', 'Belfort-Ville', 'Altkirch', 'Mulhouse-Ville']"
Paris Est,Mannheim - Hauptbahnhof ,DB SNCF,9555,10-03-2023,17:10:00,17:10:00,0,,"['Saarbrücken - Hauptbahnhof', 'Kaiserslautern Hauptbahnhof', 'Mannheim - Hauptbahnhof']"
Paris Est,Troyes ,TER,839407,10-03-2023,17:12:00,17:12:00,0,,"['Longueville', 'Nogent-sur-Seine', 'Romilly-sur-Seine', 'Troyes']"
Paris Est,Nancy ,TGV INOUI,2515,10-03-2023,17:13:00,17:13:00,0,,['Nancy']
Paris Est,Freiburg ,TGV INOUI,9591,10-03-2023,17:25:00,17:25:00,0,,"['Strasbourg', 'Offenburg', 'Lahr Schwarzw', 'Ringsheim', 'Freiburg (Breisgau) Hauptbahnhof']"
Paris Est,Strasbourg ,TGV INOUI,2061,10-03-2023,17:25:00,17:25:00,0,,['Strasbourg']
Paris Est,Reims ,TGV INOUI,2747,10-03-2023,17:28:00,17:28:00,0,,['Reims']
Paris Est,Saint-Dizier ,TER,839139,10-03-2023,17:36:00,17:36:00,0,,"['Château-Thierry', 'Dormans', 'Épernay', 'Châlons-en-Champagne', 'Vitry-le-François', 'Saint-Dizier']"
Paris Est,Luxembourg ,TGV INOUI,2833,10-03-2023,17:40:00,17:40:00,0,,"['Metz Ville', 'Thionville', 'Luxembourg (CFL)']"
Paris Est,Metz Ville ,TGV INOUI,2223,10-03-2023,17:40:00,17:40:00,0,,['Metz Ville']
